"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0A520","2019-10-10 15:00:00","48.000","16.000","0.500","30.100","0.500","1006.400","","0.000","-99.000","-99.000","-99.000","30.100","","22.800",""
"C0X130","2019-10-10 15:00:00","27.000","299.000","2.900","32.300","0.620","-99.000","","0.000","-99.000","-99.000","-99.000","33.200","","25.200",""
"C0V400","2019-10-10 15:00:00","56.000","267.000","3.700","30.100","0.700","1003.200","","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0UA40","2019-10-10 15:00:00","1121.000","46.000","1.800","19.800","0.870","889.700","","0.000","-99.000","-99.000","-99.000","20.900","","15.500",""
"C0G720","2019-10-10 15:00:00","50.000","317.000","3.600","29.700","0.600","1004.400","","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0G890","2019-10-10 15:00:00","24.000","340.000","4.900","27.900","0.720","1008.200","","0.000","-99.000","-99.000","-99.000","29.500","","23.700",""
"C0I540","2019-10-10 15:00:00","3344.000","288.000","3.700","8.700","1.000","684.400","","-99.000","-99.000","-99.000","-99.000","11.500","","5.700",""
"C0K390","2019-10-10 15:00:00","31.000","334.000","4.500","29.500","0.620","1007.000","","0.000","-99.000","-99.000","-99.000","31.400","","23.700",""
"C0T9A0","2019-10-10 15:00:00","498.000","0.000","0.100","20.700","0.990","957.300","","0.000","-99.000","-99.000","-99.000","22.500","","19.300",""
"C0AH40","2019-10-10 15:00:00","426.000","111.000","0.900","25.500","0.730","964.100","","0.000","-99.000","-99.000","-99.000","28.300","","20.800",""
"C0X280","2019-10-10 15:00:00","22.000","7.000","6.100","28.700","0.690","1008.500","","0.000","-99.000","-99.000","-99.000","29.700","","24.800",""
"C0V620","2019-10-10 15:00:00","18.000","278.000","3.100","28.800","0.710","1008.600","","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"C0H960","2019-10-10 15:00:00","120.000","135.000","0.800","31.800","0.520","995.600","","0.000","-99.000","-99.000","-99.000","32.700","","24.100",""
"C0M530","2019-10-10 15:00:00","1385.000","218.000","0.700","19.400","0.950","868.300","","0.000","-99.000","-99.000","-99.000","20.500","","15.800",""
"C0R170","2019-10-10 15:00:00","26.000","143.000","2.400","29.000","0.730","1007.500","","0.000","-99.000","-99.000","-99.000","31.700","","23.800",""
"C0I420","2019-10-10 15:00:00","305.000","215.000","1.800","30.600","0.520","976.000","","0.000","-99.000","-99.000","-99.000","31.300","","21.800",""
"C0A640","2019-10-10 15:00:00","241.000","0.000","0.000","27.000","0.590","986.900","","0.000","-99.000","-99.000","-99.000","27.300","","19.400",""
"C0A930","2019-10-10 15:00:00","216.000","147.000","1.600","24.600","0.810","986.500","","0.000","-99.000","-99.000","-99.000","26.200","","19.300",""
"C0F9M0","2019-10-10 15:00:00","230.000","320.000","2.900","28.400","0.620","984.700","","0.000","-99.000","-99.000","-99.000","30.300","","23.200",""
"C0AC40","2019-10-10 15:00:00","1079.000","63.000","2.100","19.900","0.830","893.600","","0.000","-99.000","-99.000","-99.000","22.200","","14.700",""
"C0AI00","2019-10-10 15:00:00","188.000","311.000","1.400","28.300","0.620","990.700","","0.000","-99.000","-99.000","-99.000","30.500","","21.500",""
"C0T9M0","2019-10-10 15:00:00","92.000","351.000","1.200","24.000","0.830","1003.600","","3.000","-99.000","-99.000","-99.000","25.600","","22.200",""
"C0K430","2019-10-10 15:00:00","30.000","322.000","3.400","28.200","0.670","1008.200","","0.000","-99.000","-99.000","-99.000","30.400","","23.000",""
"C0Z170","2019-10-10 15:00:00","199.000","52.000","2.000","25.100","0.720","991.400","","1.500","-99.000","-99.000","-99.000","27.600","","22.400",""
"C0Z100","2019-10-10 15:00:00","36.000","199.000","0.300","24.800","0.820","1010.200","","0.000","-99.000","-99.000","-99.000","26.900","","22.700",""
"C0U710","2019-10-10 15:00:00","1942.000","0.000","0.000","16.100","0.880","809.100","","0.000","-99.000","-99.000","-99.000","17.400","","11.100",""
"C0SA30","2019-10-10 15:00:00","92.000","19.000","2.800","25.400","0.750","1002.800","","0.000","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0V500","2019-10-10 15:00:00","6.000","238.000","0.700","30.400","0.740","1008.500","","0.000","-99.000","-99.000","-99.000","31.000","","26.200",""
"CM0160","2019-10-10 15:00:00","159.000","14.000","2.000","30.800","0.540","-99.000","","0.000","-99.000","-99.000","-99.000","33.600","","22.500",""
"C0V350","2019-10-10 15:00:00","36.000","271.000","2.400","32.300","0.600","1007.000","","0.000","-99.000","-99.000","-99.000","33.300","","23.500",""
"C0W120","2019-10-10 15:00:00","58.000","359.000","7.500","26.100","0.740","1005.100","","0.000","-99.000","-99.000","-99.000","26.400","","24.300",""
"C0R470","2019-10-10 15:00:00","103.000","143.000","3.300","29.500","0.750","999.200","","0.000","-99.000","-99.000","-99.000","31.700","","23.500",""
"C0M770","2019-10-10 15:00:00","164.000","310.000","1.900","30.000","0.610","991.400","","0.000","-99.000","-99.000","-99.000","30.400","","23.800",""
"C0S930","2019-10-10 15:00:00","248.000","46.000","0.600","25.200","0.770","984.300","","0.000","-99.000","-99.000","-99.000","28.700","","21.900",""
"C0F9Y0","2019-10-10 15:00:00","3313.000","311.000","0.600","10.200","0.870","687.900","","0.000","-99.000","-99.000","-99.000","14.300","","4.800",""
"C0E790","2019-10-10 15:00:00","344.000","336.000","2.300","29.600","0.510","971.500","","0.000","-99.000","-99.000","-99.000","29.700","","21.800",""
"C0O810","2019-10-10 15:00:00","161.000","355.000","0.800","30.600","0.730","993.700","","0.000","-99.000","-99.000","-99.000","31.700","","22.400",""
"C0R520","2019-10-10 15:00:00","18.000","199.000","3.500","29.400","0.750","1008.700","","0.000","-99.000","-99.000","-99.000","29.700","","25.200",""
"C0G880","2019-10-10 15:00:00","92.000","331.000","3.100","30.800","0.530","1001.000","","0.000","-99.000","-99.000","-99.000","31.400","","23.400",""
"C0X270","2019-10-10 15:00:00","33.000","3.000","1.000","32.000","0.570","1007.300","","0.000","-99.000","-99.000","-99.000","32.800","","22.400",""
"C0R260","2019-10-10 15:00:00","76.000","187.000","0.600","28.400","0.730","1002.400","","0.000","-99.000","-99.000","-99.000","28.700","","23.400",""
"C0U950","2019-10-10 15:00:00","1012.000","278.000","3.500","21.700","0.790","902.600","","0.000","-99.000","-99.000","-99.000","22.700","","15.300",""
"C0O860","2019-10-10 15:00:00","38.000","312.000","2.600","32.100","0.560","1005.300","","0.000","-99.000","-99.000","-99.000","32.700","","24.400",""
"C0S980","2019-10-10 15:00:00","901.000","35.000","0.300","19.500","1.000","912.600","","0.000","-99.000","-99.000","-99.000","21.000","","18.500",""
"C0X110","2019-10-10 15:00:00","20.000","328.000","3.900","30.500","0.600","1008.100","","0.000","-99.000","-99.000","-99.000","31.400","","25.900",""
"C0V310","2019-10-10 15:00:00","46.000","221.000","0.600","32.000","0.420","1003.700","","0.000","-99.000","-99.000","-99.000","33.300","","23.600",""
"C0G620","2019-10-10 15:00:00","110.000","316.000","2.000","31.800","0.570","998.800","","0.000","-99.000","-99.000","-99.000","33.500","","22.800",""
"C0AD50","2019-10-10 15:00:00","84.000","100.000","1.800","29.600","0.510","1002.300","","0.000","-99.000","-99.000","-99.000","29.600","","22.800",""
"C0V250","2019-10-10 15:00:00","298.000","182.000","1.200","28.100","0.680","976.900","","0.000","-99.000","-99.000","-99.000","30.500","","20.500",""
"C0A9A0","2019-10-10 15:00:00","24.000","113.000","4.400","28.100","0.540","1009.200","","0.000","-99.000","-99.000","-99.000","28.100","","23.200",""
"C0O830","2019-10-10 15:00:00","127.000","276.000","1.500","32.200","0.560","996.200","","0.000","-99.000","-99.000","-99.000","32.600","","22.600",""
"C0S760","2019-10-10 15:00:00","1621.000","161.000","0.800","17.100","1.000","839.600","","0.000","-99.000","-99.000","-99.000","20.000","","13.700",""
"C0X160","2019-10-10 15:00:00","26.000","278.000","3.400","31.400","0.580","1007.400","","0.000","-99.000","-99.000","-99.000","31.700","","25.200",""
"C0C490","2019-10-10 15:00:00","157.000","286.000","1.300","29.700","0.550","993.600","","0.000","-99.000","-99.000","-99.000","31.800","","22.600",""
"C0F970","2019-10-10 15:00:00","145.000","298.000","3.400","30.000","0.580","993.200","","0.000","-99.000","-99.000","-99.000","31.200","","23.600",""
"C0M690","2019-10-10 15:00:00","33.000","346.000","3.000","31.000","0.590","1005.700","","0.000","-99.000","-99.000","-99.000","31.500","","23.800",""
"C0V690","2019-10-10 15:00:00","30.000","259.000","3.700","28.800","0.750","1007.900","","0.000","-99.000","-99.000","-99.000","29.100","","26.300",""
"C0Z210","2019-10-10 15:00:00","126.000","31.000","0.600","23.900","0.810","999.500","","2.500","-99.000","-99.000","-99.000","26.700","","21.500",""
"C0U770","2019-10-10 15:00:00","5.000","75.000","5.400","26.300","0.660","1011.400","","0.000","-99.000","-99.000","-99.000","26.900","","21.100",""
"C0Z080","2019-10-10 15:00:00","298.000","0.000","0.200","22.700","0.850","979.200","","0.500","-99.000","-99.000","-99.000","29.900","","21.100",""
"C0G640","2019-10-10 15:00:00","17.000","351.000","3.300","28.200","0.670","1010.800","","0.000","-99.000","-99.000","-99.000","30.000","","22.900",""
"C0X200","2019-10-10 15:00:00","61.000","272.000","2.100","31.200","0.600","1003.100","","0.000","-99.000","-99.000","-99.000","32.200","","23.300",""
"C0U900","2019-10-10 15:00:00","63.000","158.000","1.800","27.200","0.620","1006.000","","0.000","-99.000","-99.000","-99.000","27.800","","20.800",""
"C0Z230","2019-10-10 15:00:00","31.000","35.000","7.200","25.600","0.670","1009.700","","0.000","-99.000","-99.000","-99.000","26.000","","21.900",""
"C0F9O0","2019-10-10 15:00:00","175.000","304.000","1.000","30.000","0.630","991.100","","0.000","-99.000","-99.000","-99.000","31.600","","24.400",""
"C0C540","2019-10-10 15:00:00","46.000","49.000","2.500","28.200","0.540","1006.600","","0.000","-99.000","-99.000","-99.000","29.200","","20.500",""
"C0G770","2019-10-10 15:00:00","15.000","4.000","2.000","29.100","0.660","1008.800","","0.000","-99.000","-99.000","-99.000","30.500","","24.300",""
"C0V670","2019-10-10 15:00:00","20.000","259.000","1.700","29.700","0.720","1008.200","","0.000","-99.000","-99.000","-99.000","30.300","","26.600",""
"C0A870","2019-10-10 15:00:00","685.000","1.000","3.300","22.300","0.790","934.400","","0.000","-99.000","-99.000","-99.000","23.400","","17.700",""
"C0R220","2019-10-10 15:00:00","23.000","232.000","1.200","28.500","0.850","1008.300","","0.000","-99.000","-99.000","-99.000","29.900","","24.500",""
"C0Z220","2019-10-10 15:00:00","589.000","86.000","1.700","21.700","0.880","947.700","","0.000","-99.000","-99.000","-99.000","24.800","","17.800",""
"C0D560","2019-10-10 15:00:00","147.000","78.000","1.200","31.000","0.500","994.900","","0.000","-99.000","-99.000","-99.000","31.800","","22.100",""
"C0I380","2019-10-10 15:00:00","258.000","298.000","2.100","30.600","0.550","980.500","","0.000","-99.000","-99.000","-99.000","31.500","","21.800",""
"C0Z020","2019-10-10 15:00:00","211.000","15.000","5.200","24.400","0.840","987.300","","0.500","-99.000","-99.000","-99.000","27.200","","21.100",""
"C0Z190","2019-10-10 15:00:00","62.000","121.000","1.300","25.500","0.810","1004.900","","0.000","-99.000","-99.000","-99.000","26.200","","22.700",""
"C0C710","2019-10-10 15:00:00","143.000","61.000","1.000","28.900","0.500","995.100","","0.000","-99.000","-99.000","-99.000","30.300","","19.700",""
"C0D360","2019-10-10 15:00:00","523.000","0.000","0.000","29.200","0.500","952.200","","0.000","-99.000","-99.000","-99.000","29.900","","18.900",""
"C0C680","2019-10-10 15:00:00","228.000","67.000","2.200","27.100","0.590","984.300","","0.000","-99.000","-99.000","-99.000","28.500","","20.900",""
"C0X140","2019-10-10 15:00:00","17.000","316.000","1.500","31.900","0.580","1008.000","","0.000","-99.000","-99.000","-99.000","32.800","","24.900",""
"C0V710","2019-10-10 15:00:00","34.000","257.000","1.500","29.900","0.680","1006.600","","0.000","-99.000","-99.000","-99.000","30.500","","25.800",""
"C0G840","2019-10-10 15:00:00","32.000","343.000","0.900","30.000","0.630","1004.800","","0.000","-99.000","-99.000","-99.000","31.300","","22.900",""
"C0S890","2019-10-10 15:00:00","238.000","29.000","1.600","26.800","0.740","987.600","","0.000","-99.000","-99.000","-99.000","30.000","","21.700",""
"C0T820","2019-10-10 15:00:00","550.000","116.000","1.300","23.100","0.720","953.900","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0F9I0","2019-10-10 15:00:00","194.000","353.000","4.100","27.400","0.710","989.000","","0.000","-99.000","-99.000","-99.000","29.400","","22.100",""
"C0C650","2019-10-10 15:00:00","208.000","17.000","1.000","27.100","0.600","987.800","","0.000","-99.000","-99.000","-99.000","28.000","","20.800",""
"C0R600","2019-10-10 15:00:00","766.000","279.000","2.000","22.000","0.980","926.500","","0.000","-99.000","-99.000","-99.000","23.800","","21.200",""
"C0Z320","2019-10-10 15:00:00","646.000","52.000","0.600","21.500","0.830","940.800","","0.500","-99.000","-99.000","-99.000","25.700","","16.900",""
"C0V210","2019-10-10 15:00:00","734.000","229.000","3.600","27.200","0.620","930.500","","0.000","-99.000","-99.000","-99.000","29.100","","17.700",""
"C0K240","2019-10-10 15:00:00","1132.000","292.000","1.100","21.500","0.990","891.300","","0.000","7.100","338.000","","26.200","","18.200",""
"C0M520","2019-10-10 15:00:00","15.000","325.000","4.600","30.100","0.610","1008.200","","0.000","-99.000","-99.000","-99.000","31.800","","23.200",""
"C0A530","2019-10-10 15:00:00","300.000","311.000","0.500","26.700","0.730","978.100","","0.000","-99.000","-99.000","-99.000","27.900","","19.000",""
"C0E820","2019-10-10 15:00:00","220.000","14.000","2.600","29.300","0.530","986.000","","0.000","-99.000","-99.000","-99.000","29.900","","20.900",""
"C0K450","2019-10-10 15:00:00","35.000","328.000","3.600","30.100","0.570","1005.700","","0.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0G760","2019-10-10 15:00:00","53.000","322.000","2.800","30.900","0.570","1006.500","","0.000","-99.000","-99.000","-99.000","32.100","","23.300",""
"CM0120","2019-10-10 15:00:00","4.000","26.000","4.100","27.800","0.630","1010.500","","0.000","-99.000","-99.000","-99.000","28.800","","23.900",""
"C0Z290","2019-10-10 15:00:00","946.000","80.000","0.700","18.400","0.980","908.800","","3.000","-99.000","-99.000","-99.000","21.000","","17.700",""
"C0V680","2019-10-10 15:00:00","40.000","264.000","3.300","29.200","0.700","1005.900","","0.000","-99.000","-99.000","-99.000","30.600","","25.100",""
"C0F9U0","2019-10-10 15:00:00","74.000","332.000","1.900","31.500","0.530","1002.300","","0.000","-99.000","-99.000","-99.000","32.500","","25.300",""
"C0AI10","2019-10-10 15:00:00","76.000","353.000","1.300","29.500","0.530","1002.900","","0.000","-99.000","-99.000","-99.000","30.100","","20.500",""
"C0V530","2019-10-10 15:00:00","34.000","282.000","2.800","29.800","0.670","1006.100","","0.000","-99.000","-99.000","-99.000","31.500","","25.000",""
"C0R550","2019-10-10 15:00:00","38.000","196.000","3.700","28.400","0.730","1007.200","","0.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0A950","2019-10-10 15:00:00","60.000","319.000","4.700","25.300","0.670","1005.800","","0.000","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0R160","2019-10-10 15:00:00","45.000","170.000","3.800","28.300","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","32.100","","23.800",""
"C0F9S0","2019-10-10 15:00:00","43.000","330.000","3.800","30.900","0.550","1005.600","","0.000","-99.000","-99.000","-99.000","32.000","","24.600",""
"C0M820","2019-10-10 15:00:00","980.000","256.000","1.300","23.600","0.710","904.900","","0.000","-99.000","-99.000","-99.000","24.500","","17.300",""
"C0G870","2019-10-10 15:00:00","12.000","1.000","3.900","28.200","0.670","1010.500","","0.000","-99.000","-99.000","-99.000","29.900","","23.100",""
"C0R530","2019-10-10 15:00:00","16.000","200.000","4.000","28.300","0.680","1008.700","","0.000","-99.000","-99.000","-99.000","28.300","","25.000",""
"C0O840","2019-10-10 15:00:00","134.000","308.000","1.400","30.600","0.620","-99.000","","0.000","-99.000","-99.000","-99.000","31.400","","22.400",""
"C0A890","2019-10-10 15:00:00","40.000","331.000","0.900","28.000","0.610","1006.900","","0.000","-99.000","-99.000","-99.000","28.800","","20.500",""
"C0A660","2019-10-10 15:00:00","97.000","38.000","0.600","26.100","-99.000","1001.000","","0.000","-99.000","-99.000","-99.000","26.800","","20.100",""
"C0T9H0","2019-10-10 15:00:00","725.000","17.000","2.000","18.900","0.990","933.100","","0.000","-99.000","-99.000","-99.000","21.500","","18.400",""
"C0O980","2019-10-10 15:00:00","18.000","323.000","1.600","31.900","0.550","1008.900","","0.000","-99.000","-99.000","-99.000","34.100","","23.400",""
"C0T9I0","2019-10-10 15:00:00","152.000","0.000","0.000","23.700","0.770","996.600","","2.500","-99.000","-99.000","-99.000","26.300","","21.500",""
